clientReference,accountReference,effectiveDateTime,iban,paymentType,paymentSubtype
35944,335944,2007-11-21,644,Wire,Wire Out
35945,335945,2007-11-20,645,ACAT,ACAT In
35946,335946,2007-11-19,646,Crypto Transfers,Transfer in
35947,335947,2007-11-18,647,ACH,ACH Out
35948,335948,2007-11-17,648,ACAT,ACAT In
35949,335949,2007-11-16,649,ACH,ACH In
35950,335950,2007-11-15,650,ACH,ACH In
35951,335951,2007-11-14,651,ACH,ACH In
35952,335952,2007-11-13,652,ACH,ACH Out
35953,335953,2007-11-12,653,Crypto Transfers,Transfer in
35954,335954,2007-11-11,654,Wire,Wire Out
35955,335955,2007-11-10,655,Crypto Transfers,Transfer in
35956,335956,2007-11-09,656,ACAT,ACAT In
35957,335957,2007-11-08,657,Crypto Transfers,Transfer out
35958,335958,2007-11-07,658,Crypto Transfers,Transfer out
35959,335959,2007-11-06,659,ACH,ACH In
35960,335960,2007-11-05,660,Wire,Wire In
35961,335961,2007-11-04,661,Wire,Wire Out
35962,335962,2007-11-03,662,Customer Contact,Address
35963,335963,2007-11-02,663,ACH,ACH In
35964,335964,2007-11-01,664,Crypto Transfers,Transfer out
35965,335965,2007-10-31,665,ACH,ACH In
35966,335966,2007-10-30,666,Crypto Transfers,Transfer in
35967,335967,2007-10-29,667,Wire,Wire Out
35968,335968,2007-10-28,668,ACAT,ACAT In
35969,335969,2007-10-27,669,ACH,ACH In
35970,335970,2007-10-26,670,ACH,ACH In
35971,335971,2007-10-25,671,ACAT,ACAT Out
35972,335972,2007-10-24,672,ACAT,ACAT In
35973,335973,2007-10-23,673,ACH,ACH In
35974,335974,2007-10-22,674,ACAT,ACAT Out
35975,335975,2007-10-21,675,ACH,ACH In
35976,335976,2007-10-20,676,ACAT,ACAT In
35977,335977,2007-10-19,677,ACH,ACH In
35978,335978,2007-10-18,678,Customer Contact,Address
35979,335979,2007-10-17,679,Customer Contact,Name
35980,335980,2007-10-16,680,Wire,Wire Out
35981,335981,2007-10-15,681,ACAT,ACAT In
35982,335982,2007-10-14,682,Wire,Wire Out
35983,335983,2007-10-13,683,Customer Contact,Name
35984,335984,2007-10-12,684,Wire,Wire Out
35985,335985,2007-10-11,685,ACH,ACH In
35986,335986,2007-10-10,686,ACAT,ACAT Out
35987,335987,2007-10-09,687,Wire,Wire In
35988,335988,2007-10-08,688,ACH,ACH Out
35989,335989,2007-10-07,689,ACH,ACH Out
35990,335990,2007-10-06,690,Wire,Wire In
35991,335991,2007-10-05,691,ACAT,ACAT Out
35992,335992,2007-10-04,692,ACH,ACH Out
35993,335993,2007-10-03,693,Customer Contact,Name
35994,335994,2007-10-02,694,Customer Contact,Name
35995,335995,2007-10-01,695,ACAT,ACAT Out
35996,335996,2007-09-30,696,ACH,ACH Out
35997,335997,2007-09-29,697,Customer Contact,Name
35998,335998,2007-09-28,698,Wire,Wire Out
35999,335999,2007-09-27,699,Wire,Wire In
36000,336000,2007-09-26,700,Wire,Wire Out
36001,336001,2007-09-25,701,ACH,ACH In
36002,336002,2007-09-24,702,Wire,Wire Out
36003,336003,2007-09-23,703,Customer Contact,Phone Number
36004,336004,2007-09-22,704,ACH,ACH Out
36005,336005,2007-09-21,705,ACH,ACH In
36006,336006,2007-09-20,706,Customer Contact,E-mail
36007,336007,2007-09-19,707,Customer Contact,Phone Number
36008,336008,2007-09-18,708,Wire,Wire In
36009,336009,2007-09-17,709,Wire,Wire Out
36010,336010,2007-09-16,710,ACH,ACH In
36011,336011,2007-09-15,711,ACH,ACH Out
36012,336012,2007-09-14,712,ACAT,ACAT In
36013,336013,2007-09-13,713,ACAT,ACAT Out
36014,336014,2007-09-12,714,ACAT,ACAT In
36015,336015,2007-09-11,715,Wire,Wire In
36016,336016,2007-09-10,716,ACH,ACH Out
36017,336017,2007-09-09,717,ACAT,ACAT In
36018,336018,2007-09-08,718,ACAT,ACAT Out
36019,336019,2007-09-07,719,Customer Contact,E-mail
36020,336020,2007-09-06,720,Wire,Wire Out
36021,336021,2007-09-05,721,ACAT,ACAT In
36022,336022,2007-09-04,722,Wire,Wire Out
36023,336023,2007-09-03,723,Customer Contact,Address
36024,336024,2007-09-02,724,Wire,Wire In
36025,336025,2007-09-01,725,Crypto Transfers,Transfer out
36026,336026,2007-08-31,726,Crypto Transfers,Transfer out
36027,336027,2007-08-30,727,Crypto Transfers,Transfer in
36028,336028,2007-08-29,728,ACH,ACH Out
36029,336029,2007-08-28,729,Customer Contact,Phone Number
36030,336030,2007-08-27,730,ACAT,ACAT Out
36031,336031,2007-08-26,731,Crypto Transfers,Transfer out
36032,336032,2007-08-25,732,Crypto Transfers,Transfer in
36033,336033,2007-08-24,733,Crypto Transfers,Transfer in
36034,336034,2007-08-23,734,ACAT,ACAT In
36035,336035,2007-08-22,735,Crypto Transfers,Transfer in
36036,336036,2007-08-21,736,ACH,ACH Out
36037,336037,2007-08-20,737,ACH,ACH Out
36038,336038,2007-08-19,738,Crypto Transfers,Transfer in
36039,336039,2007-08-18,739,ACAT,ACAT Out
36040,336040,2007-08-17,740,Crypto Transfers,Transfer out
36041,336041,2007-08-16,741,ACAT,ACAT In
36042,336042,2007-08-15,742,ACH,ACH In
36043,336043,2007-08-14,743,Crypto Transfers,Transfer in
36044,336044,2007-08-13,744,Wire,Wire In
36045,336045,2007-08-12,745,Wire,Wire Out
36046,336046,2007-08-11,746,Crypto Transfers,Transfer out
36047,336047,2007-08-10,747,ACH,ACH Out
36048,336048,2007-08-09,748,ACH,ACH In
36049,336049,2007-08-08,749,ACAT,ACAT In
36050,336050,2007-08-07,750,Wire,Wire In
36051,336051,2007-08-06,751,ACH,ACH In
36052,336052,2007-08-05,752,Wire,Wire Out
36053,336053,2007-08-04,753,Customer Contact,Address
36054,336054,2007-08-03,754,ACH,ACH In
36055,336055,2007-08-02,755,Wire,Wire In
36056,336056,2007-08-01,756,Wire,Wire In
36057,336057,2007-07-31,757,Wire,Wire Out
36058,336058,2007-07-30,758,Crypto Transfers,Transfer out
36059,336059,2007-07-29,759,Wire,Wire Out
36060,336060,2007-07-28,760,Crypto Transfers,Transfer in
36061,336061,2007-07-27,761,Crypto Transfers,Transfer in
36062,336062,2007-07-26,762,Customer Contact,E-mail
36063,336063,2007-07-25,763,Customer Contact,Name
36064,336064,2007-07-24,764,Crypto Transfers,Transfer out
36065,336065,2007-07-23,765,Crypto Transfers,Transfer in
36066,336066,2007-07-22,766,Customer Contact,Phone Number
36067,336067,2007-07-21,767,ACAT,ACAT In
36068,336068,2007-07-20,768,Customer Contact,Name
36069,336069,2007-07-19,769,ACAT,ACAT In
36070,336070,2007-07-18,770,Wire,Wire Out
36071,336071,2007-07-17,771,Crypto Transfers,Transfer out
36072,336072,2007-07-16,772,Customer Contact,E-mail
36073,336073,2007-07-15,773,ACH,ACH Out
36074,336074,2007-07-14,774,Customer Contact,E-mail
36075,336075,2007-07-13,775,ACH,ACH In
36076,336076,2007-07-12,776,Customer Contact,Address
36077,336077,2007-07-11,777,ACH,ACH In
36078,336078,2007-07-10,778,ACH,ACH In
36079,336079,2007-07-09,779,ACH,ACH Out
36080,336080,2007-07-08,780,ACH,ACH In
36081,336081,2007-07-07,781,ACH,ACH Out
36082,336082,2007-07-06,782,Crypto Transfers,Transfer in
36083,336083,2007-07-05,783,Wire,Wire Out
36084,336084,2007-07-04,784,Crypto Transfers,Transfer out
36085,336085,2007-07-03,785,ACH,ACH In
36086,336086,2007-07-02,786,ACAT,ACAT Out
36087,336087,2007-07-01,787,Wire,Wire In
36088,336088,2007-06-30,788,Crypto Transfers,Transfer in
36089,336089,2007-06-29,789,Customer Contact,Phone Number
36090,336090,2007-06-28,790,Customer Contact,E-mail
36091,336091,2007-06-27,791,Wire,Wire In
36092,336092,2007-06-26,792,Wire,Wire Out
36093,336093,2007-06-25,793,Wire,Wire In
36094,336094,2007-06-24,794,ACH,ACH Out
36095,336095,2007-06-23,795,Customer Contact,Address
36096,336096,2007-06-22,796,Crypto Transfers,Transfer out
36097,336097,2007-06-21,797,Crypto Transfers,Transfer out
36098,336098,2007-06-20,798,Wire,Wire Out
36099,336099,2007-06-19,799,ACH,ACH In
36100,336100,2007-06-18,800,ACAT,ACAT In
36101,336101,2007-06-17,801,Wire,Wire In
36102,336102,2007-06-16,802,ACAT,ACAT In
36103,336103,2007-06-15,803,ACH,ACH In
36104,336104,2007-06-14,804,Wire,Wire In
36105,336105,2007-06-13,805,Crypto Transfers,Transfer in
36106,336106,2007-06-12,806,Crypto Transfers,Transfer out
36107,336107,2007-06-11,807,ACH,ACH In
36108,336108,2007-06-10,808,ACH,ACH In
36109,336109,2007-06-09,809,ACAT,ACAT In
36110,336110,2007-06-08,810,Crypto Transfers,Transfer out
36111,336111,2007-06-07,811,Crypto Transfers,Transfer out
36112,336112,2007-06-06,812,ACAT,ACAT Out
36113,336113,2007-06-05,813,Customer Contact,Name
36114,336114,2007-06-04,814,ACH,ACH In
36115,336115,2007-06-03,815,ACAT,ACAT Out
36116,336116,2007-06-02,816,Crypto Transfers,Transfer out
36117,336117,2007-06-01,817,ACAT,ACAT In
36118,336118,2007-05-31,818,Wire,Wire Out
36119,336119,2007-05-30,819,Crypto Transfers,Transfer out
36120,336120,2007-05-29,820,Wire,Wire Out
36121,336121,2007-05-28,821,ACH,ACH Out
36122,336122,2007-05-27,822,Customer Contact,Address
36123,336123,2007-05-26,823,ACH,ACH Out
36124,336124,2007-05-25,824,ACAT,ACAT In
36125,336125,2007-05-24,825,Wire,Wire Out
36126,336126,2007-05-23,826,Customer Contact,Phone Number
36127,336127,2007-05-22,827,Wire,Wire In
36128,336128,2007-05-21,828,ACH,ACH Out
36129,336129,2007-05-20,829,ACH,ACH In
36130,336130,2007-05-19,830,ACAT,ACAT Out
36131,336131,2007-05-18,831,ACH,ACH Out
36132,336132,2007-05-17,832,Customer Contact,Phone Number
36133,336133,2007-05-16,833,Crypto Transfers,Transfer out
36134,336134,2007-05-15,834,ACAT,ACAT Out
36135,336135,2007-05-14,835,ACAT,ACAT In
36136,336136,2007-05-13,836,ACH,ACH In
36137,336137,2007-05-12,837,Wire,Wire In
36138,336138,2007-05-11,838,ACAT,ACAT In
36139,336139,2007-05-10,839,ACAT,ACAT In
36140,336140,2007-05-09,840,Customer Contact,Address
36141,336141,2007-05-08,841,Crypto Transfers,Transfer in
36142,336142,2007-05-07,842,Crypto Transfers,Transfer out
36143,336143,2007-05-06,843,Customer Contact,Address
36144,336144,2007-05-05,844,ACAT,ACAT In
36145,336145,2007-05-04,845,Crypto Transfers,Transfer in
36146,336146,2007-05-03,846,Wire,Wire In
36147,336147,2007-05-02,847,Wire,Wire In
36148,336148,2007-05-01,848,ACAT,ACAT Out
36149,336149,2007-04-30,849,Customer Contact,Phone Number
36150,336150,2007-04-29,850,Crypto Transfers,Transfer in
36151,336151,2007-04-28,851,ACAT,ACAT In
36152,336152,2007-04-27,852,Wire,Wire In
36153,336153,2007-04-26,853,Wire,Wire Out
36154,336154,2007-04-25,854,ACAT,ACAT In
36155,336155,2007-04-24,855,ACH,ACH Out
36156,336156,2007-04-23,856,Customer Contact,Address
36157,336157,2007-04-22,857,ACAT,ACAT In
36158,336158,2007-04-21,858,Wire,Wire Out
36159,336159,2007-04-20,859,Wire,Wire Out
36160,336160,2007-04-19,860,ACAT,ACAT In
36161,336161,2007-04-18,861,Crypto Transfers,Transfer in
36162,336162,2007-04-17,862,ACH,ACH In
36163,336163,2007-04-16,863,ACH,ACH Out
36164,336164,2007-04-15,864,Crypto Transfers,Transfer in
36165,336165,2007-04-14,865,ACAT,ACAT In
36166,336166,2007-04-13,866,Customer Contact,Phone Number
36167,336167,2007-04-12,867,Wire,Wire In
36168,336168,2007-04-11,868,Crypto Transfers,Transfer out
36169,336169,2007-04-10,869,ACH,ACH Out
36170,336170,2007-04-09,870,Customer Contact,E-mail
36171,336171,2007-04-08,871,ACH,ACH In
36172,336172,2007-04-07,872,Customer Contact,Address
36173,336173,2007-04-06,873,ACH,ACH In
36174,336174,2007-04-05,874,ACH,ACH Out
36175,336175,2007-04-04,875,Customer Contact,Name
36176,336176,2007-04-03,876,ACH,ACH In
36177,336177,2007-04-02,877,Wire,Wire Out
36178,336178,2007-04-01,878,ACAT,ACAT In
36179,336179,2007-03-31,879,Crypto Transfers,Transfer in
36180,336180,2007-03-30,880,Crypto Transfers,Transfer in
36181,336181,2007-03-29,881,Customer Contact,Phone Number
36182,336182,2007-03-28,882,Wire,Wire In
36183,336183,2007-03-27,883,Customer Contact,Phone Number
36184,336184,2007-03-26,884,Crypto Transfers,Transfer in
36185,336185,2007-03-25,885,ACH,ACH Out
36186,336186,2007-03-24,886,ACAT,ACAT In
36187,336187,2007-03-23,887,ACH,ACH In
36188,336188,2007-03-22,888,Wire,Wire In
36189,336189,2007-03-21,889,Crypto Transfers,Transfer in
36190,336190,2007-03-20,890,Crypto Transfers,Transfer out
36191,336191,2007-03-19,891,Wire,Wire Out
36192,336192,2007-03-18,892,Customer Contact,E-mail
36193,336193,2007-03-17,893,ACH,ACH In
36194,336194,2007-03-16,894,Wire,Wire Out
36195,336195,2007-03-15,895,ACAT,ACAT Out
36196,336196,2007-03-14,896,Crypto Transfers,Transfer in
36197,336197,2007-03-13,897,Crypto Transfers,Transfer in
36198,336198,2007-03-12,898,ACH,ACH Out
36199,336199,2007-03-11,899,Crypto Transfers,Transfer in
36200,336200,2007-03-10,900,Crypto Transfers,Transfer out
36201,336201,2007-03-09,901,Crypto Transfers,Transfer out
36202,336202,2007-03-08,902,ACH,ACH In
36203,336203,2007-03-07,903,Customer Contact,Phone Number
36204,336204,2007-03-06,904,Wire,Wire Out
36205,336205,2007-03-05,905,ACH,ACH Out
36206,336206,2007-03-04,906,Wire,Wire In
36207,336207,2007-03-03,907,ACH,ACH In
36208,336208,2007-03-02,908,Wire,Wire In
36209,336209,2007-03-01,909,Customer Contact,Phone Number
36210,336210,2007-02-28,910,ACAT,ACAT In
36211,336211,2007-02-27,911,ACH,ACH Out
36212,336212,2007-02-26,912,ACH,ACH In
36213,336213,2007-02-25,913,ACH,ACH Out
36214,336214,2007-02-24,914,Crypto Transfers,Transfer in
36215,336215,2007-02-23,915,Customer Contact,Address
36216,336216,2007-02-22,916,ACH,ACH Out
36217,336217,2007-02-21,917,Wire,Wire Out
36218,336218,2007-02-20,918,Crypto Transfers,Transfer out
36219,336219,2007-02-19,919,Crypto Transfers,Transfer in
36220,336220,2007-02-18,920,Wire,Wire Out
36221,336221,2007-02-17,921,Wire,Wire In
36222,336222,2007-02-16,922,Crypto Transfers,Transfer in
36223,336223,2007-02-15,923,Wire,Wire Out
36224,336224,2007-02-14,924,Crypto Transfers,Transfer in
36225,336225,2007-02-13,925,ACAT,ACAT Out
36226,336226,2007-02-12,926,ACH,ACH In
36227,336227,2007-02-11,927,ACH,ACH Out
36228,336228,2007-02-10,928,Customer Contact,Name
36229,336229,2007-02-09,929,ACAT,ACAT Out
36230,336230,2007-02-08,930,Customer Contact,Address
36231,336231,2007-02-07,931,Wire,Wire In
36232,336232,2007-02-06,932,ACAT,ACAT Out
36233,336233,2007-02-05,933,Crypto Transfers,Transfer out
36234,336234,2007-02-04,934,ACH,ACH In
36235,336235,2007-02-03,935,ACH,ACH Out
36236,336236,2007-02-02,936,Customer Contact,Phone Number
36237,336237,2007-02-01,937,ACH,ACH In
36238,336238,2007-01-31,938,Crypto Transfers,Transfer in
36239,336239,2007-01-30,939,ACH,ACH Out
36240,336240,2007-01-29,940,Wire,Wire Out
36241,336241,2007-01-28,941,Customer Contact,Phone Number
36242,336242,2007-01-27,942,ACAT,ACAT Out
36243,336243,2007-01-26,943,Wire,Wire Out
36244,336244,2007-01-25,944,ACH,ACH Out
36245,336245,2007-01-24,945,ACAT,ACAT In
36246,336246,2007-01-23,946,Customer Contact,Address
36247,336247,2007-01-22,947,Wire,Wire In
36248,336248,2007-01-21,948,ACAT,ACAT In
36249,336249,2007-01-20,949,Wire,Wire In
36250,336250,2007-01-19,950,Customer Contact,Address
36251,336251,2007-01-18,951,ACAT,ACAT Out
36252,336252,2007-01-17,952,ACH,ACH Out
36253,336253,2007-01-16,953,ACH,ACH In
36254,336254,2007-01-15,954,Customer Contact,Name
36255,336255,2007-01-14,955,ACAT,ACAT Out
36256,336256,2007-01-13,956,Wire,Wire In
36257,336257,2007-01-12,957,ACH,ACH Out
36258,336258,2007-01-11,958,ACH,ACH In
36259,336259,2007-01-10,959,ACAT,ACAT In
36260,336260,2007-01-09,960,ACH,ACH In
36261,336261,2007-01-08,961,Wire,Wire Out
36262,336262,2007-01-07,962,Crypto Transfers,Transfer out
36263,336263,2007-01-06,963,Crypto Transfers,Transfer out
36264,336264,2007-01-05,964,Wire,Wire In
36265,336265,2007-01-04,965,ACH,ACH In
36266,336266,2007-01-03,966,Wire,Wire Out
36267,336267,2007-01-02,967,ACAT,ACAT Out
36268,336268,2007-01-01,968,Crypto Transfers,Transfer in
36269,336269,2006-12-31,969,Crypto Transfers,Transfer out
36270,336270,2006-12-30,970,Wire,Wire Out
36271,336271,2006-12-29,971,Crypto Transfers,Transfer in
36272,336272,2006-12-28,972,Crypto Transfers,Transfer in
36273,336273,2006-12-27,973,Crypto Transfers,Transfer in
36274,336274,2006-12-26,974,Customer Contact,Address
36275,336275,2006-12-25,975,ACH,ACH In
36276,336276,2006-12-24,976,Customer Contact,E-mail
36277,336277,2006-12-23,977,Crypto Transfers,Transfer in
36278,336278,2006-12-22,978,Wire,Wire Out
36279,336279,2006-12-21,979,Wire,Wire Out
36280,336280,2006-12-20,980,Customer Contact,E-mail
36281,336281,2006-12-19,981,Wire,Wire In
36282,336282,2006-12-18,982,Crypto Transfers,Transfer out
36283,336283,2006-12-17,983,Customer Contact,Name
36284,336284,2006-12-16,984,ACAT,ACAT Out
36285,336285,2006-12-15,985,ACH,ACH Out
36286,336286,2006-12-14,986,Customer Contact,Phone Number
36287,336287,2006-12-13,987,Crypto Transfers,Transfer out
36288,336288,2006-12-12,988,Customer Contact,Address
36289,336289,2006-12-11,989,Customer Contact,Address
36290,336290,2006-12-10,990,Crypto Transfers,Transfer out
36291,336291,2006-12-09,991,ACH,ACH In
36292,336292,2006-12-08,992,ACH,ACH Out
36293,336293,2006-12-07,993,ACH,ACH Out
36294,336294,2006-12-06,994,ACAT,ACAT Out
36295,336295,2006-12-05,995,ACH,ACH In
36296,336296,2006-12-04,996,Wire,Wire In
36297,336297,2006-12-03,997,Customer Contact,E-mail
36298,336298,2006-12-02,998,Customer Contact,Phone Number
36299,336299,2006-12-01,999,Customer Contact,Name
36300,336300,2006-11-30,100,ACH,ACH In
36301,336301,2006-11-29,101,ACAT,ACAT In
36302,336302,2006-11-28,102,Crypto Transfers,Transfer out
36303,336303,2006-11-27,103,Crypto Transfers,Transfer out
36304,336304,2006-11-26,104,ACH,ACH Out
36305,336305,2006-11-25,105,ACAT,ACAT Out
36306,336306,2006-11-24,106,ACH,ACH In
36307,336307,2006-11-23,107,ACAT,ACAT In
36308,336308,2006-11-22,108,Crypto Transfers,Transfer out
36309,336309,2006-11-21,109,Customer Contact,Phone Number
36310,336310,2006-11-20,110,Crypto Transfers,Transfer in
36311,336311,2006-11-19,111,ACH,ACH In
36312,336312,2006-11-18,112,Crypto Transfers,Transfer out
36313,336313,2006-11-17,113,Crypto Transfers,Transfer in
36314,336314,2006-11-16,114,ACAT,ACAT Out
36315,336315,2006-11-15,115,ACH,ACH In
36316,336316,2006-11-14,116,ACAT,ACAT Out
36317,336317,2006-11-13,117,ACH,ACH Out
36318,336318,2006-11-12,118,Customer Contact,Address
36319,336319,2006-11-11,119,ACAT,ACAT Out
36320,336320,2006-11-10,120,Wire,Wire In
36321,336321,2006-11-09,121,Wire,Wire In
36322,336322,2006-11-08,122,ACH,ACH Out
36323,336323,2006-11-07,123,Wire,Wire Out
36324,336324,2006-11-06,124,Customer Contact,Name
36325,336325,2006-11-05,125,Wire,Wire Out
36326,336326,2006-11-04,126,ACAT,ACAT Out
36327,336327,2006-11-03,127,Customer Contact,Phone Number
36328,336328,2006-11-02,128,Customer Contact,Phone Number
36329,336329,2006-11-01,129,ACH,ACH In
36330,336330,2006-10-31,130,ACAT,ACAT Out
36331,336331,2006-10-30,131,ACH,ACH Out
36332,336332,2006-10-29,132,Wire,Wire Out
36333,336333,2006-10-28,133,Customer Contact,Name
36334,336334,2006-10-27,134,ACH,ACH Out
36335,336335,2006-10-26,135,Customer Contact,Address
36336,336336,2006-10-25,136,Crypto Transfers,Transfer in
36337,336337,2006-10-24,137,ACH,ACH Out
36338,336338,2006-10-23,138,Customer Contact,Address
36339,336339,2006-10-22,139,ACAT,ACAT In
36340,336340,2006-10-21,140,ACAT,ACAT Out
36341,336341,2006-10-20,141,Crypto Transfers,Transfer out
36342,336342,2006-10-19,142,ACAT,ACAT In
36343,336343,2006-10-18,143,Crypto Transfers,Transfer out
36344,336344,2006-10-17,144,Customer Contact,E-mail
36345,336345,2006-10-16,145,Customer Contact,Name
36346,336346,2006-10-15,146,ACH,ACH In
36347,336347,2006-10-14,147,ACH,ACH In
36348,336348,2006-10-13,148,Crypto Transfers,Transfer in
36349,336349,2006-10-12,149,Customer Contact,Name
36350,336350,2006-10-11,150,Wire,Wire Out
36351,336351,2006-10-10,151,ACH,ACH In
36352,336352,2006-10-09,152,ACAT,ACAT In
36353,336353,2006-10-08,153,ACAT,ACAT Out
36354,336354,2006-10-07,154,Customer Contact,Address
36355,336355,2006-10-06,155,ACH,ACH Out
36356,336356,2006-10-05,156,ACH,ACH Out
36357,336357,2006-10-04,157,Crypto Transfers,Transfer in
36358,336358,2006-10-03,158,Customer Contact,Address
36359,336359,2006-10-02,159,Crypto Transfers,Transfer in
36360,336360,2006-10-01,160,Customer Contact,Address
36361,336361,2006-09-30,161,Customer Contact,Address
36362,336362,2006-09-29,162,Crypto Transfers,Transfer in
